**TOP 10 THREAT URL BLOCKED (PALOALTO)**
**Report Generated at: 2025-04-23 09:54:03**
**Generated By : superadmin@erasmith.com**

Event Id,Requesturl,Device Host Name,Account Name,Ip Address,Creation Time,Week
d7d50904-5898-4215-88fd-14634f6e40af,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.197.38,2025-04-05 05:37:19,Week2(2025-03-31 to 2025-04-06)
d15abbed-4479-4a87-a977-345abe3e74eb,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.197.42,2025-04-05 13:51:36,Week2(2025-03-31 to 2025-04-06)
8b1a8838-f076-4769-8659-5bb818f500c7,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,65.49.1.101,2025-04-05 13:51:46,Week2(2025-03-31 to 2025-04-06)
e6fac0d4-d781-405e-a9e8-8de03d044065,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,65.49.20.125,2025-04-05 14:10:51,Week2(2025-03-31 to 2025-04-06)
b8b59c26-5b0f-443c-baf0-1fc9a3e964df,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.197.113,2025-04-05 14:25:01,Week2(2025-03-31 to 2025-04-06)
93940013-a6a7-4873-a7a0-67148f3c1ae3,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.197.10,2025-04-05 14:25:06,Week2(2025-03-31 to 2025-04-06)
aab0355a-ce33-4e65-9669-10ee88d701bb,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,65.49.1.205,2025-04-05 15:00:46,Week2(2025-03-31 to 2025-04-06)
f9dc8dbc-cadc-4180-b17d-f81c5c700b53,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.197.112,2025-04-06 14:38:48,Week2(2025-03-31 to 2025-04-06)
5aa2abc9-19b9-4fc5-bd9d-8e84e8c8ff66,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.156.76,2025-04-06 14:39:03,Week2(2025-03-31 to 2025-04-06)
e2bec2ac-7f68-416f-9adb-7c6e099a629a,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.197.154,2025-04-06 14:50:08,Week2(2025-03-31 to 2025-04-06)
02b7cb9a-d336-4b38-bbe7-5caa86328e40,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.197.100,2025-04-06 15:03:08,Week2(2025-03-31 to 2025-04-06)
a929dc43-354e-4f94-88b4-73a6dc0163fa,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,65.49.1.148,2025-04-06 15:13:18,Week2(2025-03-31 to 2025-04-06)
e5d1ca10-65f3-432b-928d-492bf7d60ca8,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.156.67,2025-04-06 16:04:19,Week2(2025-03-31 to 2025-04-06)
be61d072-72eb-4561-959b-5766bd1ff8bd,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.197.100,2025-04-06 16:14:39,Week2(2025-03-31 to 2025-04-06)
