**IPS TRAFFIC ALLOWED(LAST 30 DAYS)**
**Report Generated at: 2025-04-23 10:43:17**
**Generated By : superadmin@erasmith.com**

Event Id,Account Name,Device Host Name,File Name,Device Severity,Message,Ip Address,Creation Time
b9fcaf1f-006b-4b70-b8cf-49fdea05b4f5,UNKNOWN,M6CCORNFW02-P,sc_layout,high,ThemeREX Addons WordPress Plugin Remote Code Execution Vulnerability,64.39.98.47,2025-03-28 06:07:09
79edff88-a209-48c1-a767-7a85b28fb8b1,UNKNOWN,M6CCORNFW02-P,console.portal,critical,Oracle WebLogic Server Remote Code Execution Vulnerability,64.39.98.47,2025-03-28 06:07:19
f956726c-8f30-4854-a360-43dffd829bdc,UNKNOWN,M6CCORNFW02-P,console.portal,critical,Oracle WebLogic Server Remote Code Execution Vulnerability,64.39.98.47,2025-03-28 06:12:44
b4da029e-44b6-4d9c-9b6a-703a1b25ed4a,UNKNOWN,M6CCORNFW02-P,console.portal,critical,Oracle WebLogic Server Remote Code Execution Vulnerability,64.39.98.47,2025-03-28 06:08:54
2fe91e5b-b770-4714-89f9-118abb1d9872,UNKNOWN,M6CCORNFW02-P,console.portal,critical,Oracle WebLogic Server Remote Code Execution Vulnerability,64.39.98.47,2025-03-28 06:07:59
a12ea07d-4d84-460d-82d8-58578ee31b13,UNKNOWN,M6CCORNFW02-P,console.portal,critical,Oracle WebLogic Server Remote Code Execution Vulnerability,64.39.98.47,2025-03-28 06:07:54
936140ce-7287-4081-98bd-ed3df088a05a,UNKNOWN,M6CCORNFW02-P,console.portal,critical,Oracle WebLogic Server Remote Code Execution Vulnerability,64.39.98.47,2025-03-28 06:07:44
629cdbeb-5d92-48de-a614-f4cc493eeb13,UNKNOWN,M6CCORNFW02-P,console.portal,critical,Oracle WebLogic Server Remote Code Execution Vulnerability,64.39.98.47,2025-03-28 06:08:09
ccf4007e-5acc-4adc-b53e-26265f7b7fc5,UNKNOWN,M6CCORNFW02-P,console.portal,critical,Oracle WebLogic Server Remote Code Execution Vulnerability,64.39.98.47,2025-03-28 06:08:24
2ee9aa3a-dab4-4c3f-a887-ea8c857e5759,UNKNOWN,M6CCORNFW02-P,console.portal,critical,Oracle WebLogic Server Remote Code Execution Vulnerability,64.39.98.47,2025-03-28 06:08:29
79383454-c757-4aea-8dea-77ce8924bf28,UNKNOWN,M6CCORNFW02-P,console.portal,critical,Oracle WebLogic Server Remote Code Execution Vulnerability,64.39.98.47,2025-03-28 06:09:04
785df2df-09cf-4dd1-968f-7fbf0b12b98e,UNKNOWN,M6CCORNFW02-P,CrashFileDownloadServlet,high,SAP NetWeaver AS JAVA Directory Traversal Vulnerability,64.39.98.47,2025-03-28 06:08:59
0399dfbb-b235-4318-916f-bf6ae2a0b171,UNKNOWN,M6CCORNFW02-P,console.portal,critical,Oracle WebLogic Server Remote Code Execution Vulnerability,64.39.98.47,2025-03-28 06:08:44
693cb635-cead-43a8-a1d9-7745e2fbefac,UNKNOWN,M6CCORNFW02-P,console.portal,critical,Oracle WebLogic Server Remote Code Execution Vulnerability,64.39.98.47,2025-03-28 06:09:24
f73385dc-4281-45b7-aef9-32544f4559ac,UNKNOWN,M6CCORNFW02-P,console.portal,critical,Oracle WebLogic Server Remote Code Execution Vulnerability,64.39.98.47,2025-03-28 06:09:14
e85c059c-e473-4a4d-aa5a-a25553f7c80a,UNKNOWN,M6CCORNFW02-P,console.portal,critical,Oracle WebLogic Server Remote Code Execution Vulnerability,64.39.98.47,2025-03-28 06:09:34
34bc784b-d942-4b51-8e82-bd18a75a92b7,UNKNOWN,M6CCORNFW02-P,translation-table,high,Cisco ASA and FTD Arbitrary File Read Vulnerability,64.39.98.47,2025-03-28 06:09:24
57bb58c5-bd57-4923-84f9-9866c2801641,AIRINVESTIGATION,,,,"{Version:3.0,VendorName:Microsoft,ProviderName:OATP,AlertType:b26a5770-0c38-434a-9380-3a3c2c27bbb3,StartTimeUtc:2025-04-21T15:23:00Z,EndTimeUtc:2025-04-21T15:24:00Z,TimeGenerated:2025-04-21T15:23:22.71Z,ProcessingEndTime:2025-04-21T15:27:10.8151196Z,Status:InProgress,Severity:Low,ConfidenceLevel:Unknown,ConfidenceScore:1.0,IsIncident:false,ProviderAlertId:1d3d4c8c-fe22-d423-f9b8-08dd80e8726b,SystemAlertId:null,CorrelationKey:c138f92d-6f2c-4ae1-bdc3-77cc93b3c178,Investigations:[{$id:1,Id:urn:SubmissionInvestigation:c351ca77a0fdcec78288f55ad08ab5c4,InvestigationStatus:Running}],InvestigationIds:[urn:SubmissionInvestigation:c351ca77a0fdcec78288f55ad08ab5c4],Intent:Probing,ResourceIdentifiers:[{$id:2,AadTenantId:74e16038-e7dd-4392-b38a-5a2b6d6e3a25,Type:AAD}],AzureResourceId:null,WorkspaceId:null,WorkspaceSubscriptionId:null,WorkspaceResourceGroup:null,AgentId:null,AlertDisplayName:Email reported by user as malware or phish,Description:This alert is triggered when any email message is reported as malware or phish by users -V1.0.0.3,ExtendedLinks:[{Href:https://security.microsoft.com/viewalerts?id=1d3d4c8c-fe22-d423-f9b8-08dd80e8726b,Category:null,Label:alert,Type:webLink}],Metadata:{CustomApps:null,GenericInfo:null},LogCreationTime:2025-04-21T15:27:10.8307431Z,MachineName:BN8NAM12BG402,SourceTemplateType:Activity_Single,Category:ThreatManagement,SourceAlertType:System}",,2025-04-21 15:27:12
b15a4560-d939-4cc9-954c-c6122293a414,PHISHING@MERCHANTSFLEET.COM,,,Low,"{aig:1d3d4c8c-fe22-d423-f9b8-08dd80e8726b,f3u:phishing@merchantsfleet.com,ts:2025-04-21T15:23:00.0000000Z,te:2025-04-21T15:24:00.0000000Z,op:UserSubmission,wl:SecurityComplianceCenter,tid:74e16038-e7dd-4392-b38a-5a2b6d6e3a25,tdc:1,reid:013f16e8-102f-422f-e2c4-08dd80e87b2a,wsrt:2025-04-21T15:26:34,mdt:Audit,rid:5e109db2-f860-4d79-8faf-aed562f1d58d,cid:b26a5770-0c38-434a-9380-3a3c2c27bbb3,ad:This alert is triggered when any email message is reported as malware or phish by users -V1.0.0.3,lon:UserSubmission,an:Email reported by user as malware or phish,sev:Low}",,2025-04-21 15:27:04
8bad2a51-a4c4-4ba4-9dd0-44951b751d23,PHISHING@MERCHANTSFLEET.COM,,,Low,"{aig:1d3d4c8c-fe22-d423-f9b8-08dd80e8726b,f3u:phishing@merchantsfleet.com,ts:2025-04-21T15:23:00Z,te:2025-04-21T15:24:00Z,op:UserSubmission,wl:SecurityComplianceCenter,tid:74e16038-e7dd-4392-b38a-5a2b6d6e3a25,tdc:1,reid:64f26cae-3b15-426a-0af1-08dd80e87408,wsrt:0001-01-01T00:00:00,mdt:u,rid:5e109db2-f860-4d79-8faf-aed562f1d58d,cid:b26a5770-0c38-434a-9380-3a3c2c27bbb3,ad:This alert is triggered when any email message is reported as malware or phish by users -V1.0.0.3,lon:UserSubmission,an:Email reported by user as malware or phish,sev:Low,ail:https://security.microsoft.com/mtp-investigation/urn:SubmissionInvestigation:c351ca77a0fdcec78288f55ad08ab5c4}",,2025-04-21 15:24:33
7325101f-1a4d-4c76-8716-117bdfe89a5d,PHISHING@MERCHANTSFLEET.COM,,,Low,"{etype:User,eid:phishing@merchantsfleet.com,tid:74e16038-e7dd-4392-b38a-5a2b6d6e3a25,ts:2025-04-21T15:23:22.3930609Z,te:2025-04-21T15:23:22.3930609Z,op:UserSubmission,tdc:1,suid:phishing@merchantsfleet.com,ut:Regular,ssic:0,tsd:sergio@signzoo.com,sip:,imsgid:393c9c86-9501-49ee-a6b3-fabb6fe493d5@PH7PR11MB6796.namprd11.prod.outlook.com,srt:1,trc:kevingrant@MerchantsFleet.com,ms:WO#74048 - Proof,sid:64f26cae-3b15-426a-0af1-08dd80e87408,aii:1b8c2729-6e2a-4759-b834-08dd80e71e6c,md:2025-04-21T15:13:49.2720692Z,etps:SubmissionId:f002b9f6-adfa-4f5c-f9b8-08dd80e8726b,lon:UserSubmission}",,2025-04-21 15:23:22
8be68632-63aa-4e24-9db8-1ae59045216a,PHISHING@MERCHANTSFLEET.COM,,,Low,"{aig:1d3d4c8c-fe22-d423-f9b8-08dd80e8726b,f3u:phishing@merchantsfleet.com,ts:2025-04-21T15:23:00Z,te:2025-04-21T15:24:00Z,op:UserSubmission,wl:SecurityComplianceCenter,tid:74e16038-e7dd-4392-b38a-5a2b6d6e3a25,tdc:1,reid:64f26cae-3b15-426a-0af1-08dd80e87408,wsrt:0001-01-01T00:00:00,mdt:u,rid:5e109db2-f860-4d79-8faf-aed562f1d58d,cid:b26a5770-0c38-434a-9380-3a3c2c27bbb3,ad:This alert is triggered when any email message is reported as malware or phish by users -V1.0.0.3,lon:UserSubmission,an:Email reported by user as malware or phish,sev:Low,ail:https://security.microsoft.com/mtp-investigation/urn:SubmissionInvestigation:c351ca77a0fdcec78288f55ad08ab5c4}",,2025-04-21 15:23:22
aebbcfe4-97a8-4dcd-a1d6-88f92a68ebef,UNKNOWN,M6CCORNFW02-P,console.portal,critical,Oracle WebLogic Server Remote Code Execution Vulnerability,64.39.98.47,2025-03-28 06:10:04
