**TOP 10 THREAT URL BLOCKED (PALOALTO)**
**Report Generated at: 2025-04-23 10:25:58**
**Generated By : superadmin@erasmith.com**

Event Id,Requesturl,Device Host Name,Account Name,Ip Address,Creation Time,Week
d0ae3053-25ca-404e-86d9-a6faee00f0df,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,65.49.1.84,2025-04-17 00:53:35,Week4(2025-04-14 to 2025-04-20)
ac3b97fc-ead7-4cb8-b668-c9fc7341f30a,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.197.13,2025-04-17 12:42:43,Week4(2025-04-14 to 2025-04-20)
1d0f942c-c471-492b-ae96-1aed50bc5ccb,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,65.49.20.75,2025-04-17 15:20:49,Week4(2025-04-14 to 2025-04-20)
6c683653-25ec-4025-8697-429dfd8d38a9,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.197.15,2025-04-17 15:34:59,Week4(2025-04-14 to 2025-04-20)
6eeba35c-312b-4ce1-8a31-5da95f2a43f0,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,184.105.247.215,2025-04-17 15:47:09,Week4(2025-04-14 to 2025-04-20)
7a1dd116-e1ab-4c7f-b477-b93d40af0874,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,65.49.1.12,2025-04-17 16:41:09,Week4(2025-04-14 to 2025-04-20)
fe9656b2-6aa6-4a5a-bbf8-a4d28d2bbc08,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.156.184,2025-04-18 05:03:03,Week4(2025-04-14 to 2025-04-20)
4ecea09b-c3ca-44ce-acdd-1520340a1783,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,65.49.20.114,2025-04-18 13:34:50,Week4(2025-04-14 to 2025-04-20)
01f9c45c-f95d-453c-ae90-d03456ae6722,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.156.46,2025-04-18 15:46:16,Week4(2025-04-14 to 2025-04-20)
f7003bb4-035d-4b23-bf72-aa46765281b2,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,65.49.1.133,2025-04-18 15:56:51,Week4(2025-04-14 to 2025-04-20)
8b834357-18be-4a3b-b020-bd125cbe5db2,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,216.218.206.111,2025-04-18 16:08:01,Week4(2025-04-14 to 2025-04-20)
726af29a-6505-486c-8ccb-0dafc6b02704,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.197.241,2025-04-18 16:29:16,Week4(2025-04-14 to 2025-04-20)
7142f07d-a3f6-47ea-a9b9-43a9e0dee889,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.156.217,2025-04-18 17:01:06,Week4(2025-04-14 to 2025-04-20)
0e3fcf1f-815a-4fd2-be4f-1bf768b804ec,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.156.40,2025-04-19 03:14:04,Week4(2025-04-14 to 2025-04-20)
6581c7ac-60d7-4838-bfd0-354ea53bd06e,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.197.74,2025-04-19 03:14:14,Week4(2025-04-14 to 2025-04-20)
b5659d4e-992a-4fc7-8619-3864fbd2e020,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,65.49.1.218,2025-04-19 16:39:38,Week4(2025-04-14 to 2025-04-20)
810c8ec0-515e-4943-82d4-0455e3ac9176,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,65.49.1.24,2025-04-19 16:39:38,Week4(2025-04-14 to 2025-04-20)
1eb83b8e-1b4e-4546-90b7-d2485f29ef5a,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,65.49.1.67,2025-04-19 16:49:53,Week4(2025-04-14 to 2025-04-20)
dbb8ed45-27e3-4495-8ff0-63092a54d4ad,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,184.105.139.110,2025-04-19 17:11:08,Week4(2025-04-14 to 2025-04-20)
81a13774-840c-410f-8582-6443ccf6c511,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.156.67,2025-04-19 17:21:43,Week4(2025-04-14 to 2025-04-20)
38530f9c-e983-4e03-bcce-c65a9857bf40,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,184.105.247.247,2025-04-20 14:43:19,Week4(2025-04-14 to 2025-04-20)
485ec86f-6bba-438a-b6a2-fb12a22cceb0,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.197.55,2025-04-20 14:43:34,Week4(2025-04-14 to 2025-04-20)
f293f177-2e45-4379-a74b-9bc24bc6e724,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.197.72,2025-04-20 14:59:39,Week4(2025-04-14 to 2025-04-20)
e1e65add-2e85-4128-8aca-633cc3132eba,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.197.72,2025-04-20 14:59:44,Week4(2025-04-14 to 2025-04-20)
7879e963-10a6-46c1-9088-5d9a7a35c6ea,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,216.218.206.77,2025-04-20 15:52:59,Week4(2025-04-14 to 2025-04-20)
3fba5d5f-9f30-4284-b080-f14717366a2a,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,64.62.156.50,2025-04-20 16:24:39,Week4(2025-04-14 to 2025-04-20)
c738868c-e1c7-4677-a907-4853c505d496,www.youporn.com/,M6CCORNFW02-P,UNKNOWN,184.105.139.76,2025-04-20 17:05:54,Week4(2025-04-14 to 2025-04-20)
